3.141412e+00,5.584407e-02,1,10000000
3.140991e+00,2.626014e-02,2,10000000
3.139909e+00,1.348901e-02,4,10000000
3.140701e+00,1.113296e-02,8,10000000
3.139808e+00,9.122133e-03,16,10000000
3.138266e+00,8.590937e-03,32,10000000
3.141146e+00,8.124828e-03,64,10000000
3.138150e+00,1.759601e-02,128,10000000
3.136205e+00,1.616812e-02,256,10000000
3.141412e+00,5.247808e-02,1,10000000
3.140991e+00,2.666020e-02,2,10000000
3.139909e+00,1.348090e-02,4,10000000
3.140701e+00,1.107693e-02,8,10000000
3.139808e+00,9.051800e-03,16,10000000
3.138266e+00,8.446932e-03,32,10000000
3.141146e+00,8.156776e-03,64,10000000
3.138150e+00,1.175404e-02,128,10000000
3.136205e+00,1.750398e-02,256,10000000
3.141412e+00,5.347204e-02,1,10000000
3.140991e+00,2.684808e-02,2,10000000
3.139909e+00,1.339412e-02,4,10000000
3.140701e+00,1.108694e-02,8,10000000
3.139808e+00,9.232998e-03,16,10000000
3.138266e+00,8.519888e-03,32,10000000
3.141146e+00,8.135080e-03,64,10000000
3.138150e+00,1.030898e-02,128,10000000
3.136205e+00,1.630712e-02,256,10000000
3.141412e+00,5.481005e-02,1,10000000
3.140991e+00,2.686381e-02,2,10000000
3.139909e+00,1.334000e-02,4,10000000
3.140701e+00,1.108599e-02,8,10000000
3.139808e+00,1.121902e-02,16,10000000
3.138266e+00,8.562088e-03,32,10000000
3.141146e+00,8.301020e-03,64,10000000
3.138150e+00,9.629965e-03,128,10000000
3.136205e+00,1.571989e-02,256,10000000
3.141412e+00,5.271006e-02,1,10000000
3.140991e+00,2.654099e-02,2,10000000
3.139909e+00,1.335907e-02,4,10000000
3.140701e+00,1.111698e-02,8,10000000
3.139808e+00,9.083033e-03,16,10000000
3.138266e+00,8.551121e-03,32,10000000
3.141146e+00,8.576155e-03,64,10000000
3.138150e+00,9.816170e-03,128,10000000
3.136205e+00,1.557994e-02,256,10000000
3.141412e+00,5.378985e-02,1,10000000
3.140991e+00,2.657294e-02,2,10000000
3.139909e+00,1.346111e-02,4,10000000
3.140701e+00,1.115513e-02,8,10000000
3.139808e+00,1.113915e-02,16,10000000
3.138266e+00,8.496046e-03,32,10000000
3.141146e+00,8.117914e-03,64,10000000
3.138150e+00,1.031303e-02,128,10000000
3.136205e+00,1.774001e-02,256,10000000
3.141412e+00,5.298686e-02,1,10000000
3.140991e+00,2.658200e-02,2,10000000
3.139909e+00,1.271296e-02,4,10000000
3.140701e+00,1.107693e-02,8,10000000
3.139808e+00,9.093046e-03,16,10000000
3.138266e+00,8.524895e-03,32,10000000
3.141146e+00,8.198023e-03,64,10000000
3.138150e+00,1.413798e-02,128,10000000
3.136205e+00,1.468396e-02,256,10000000
3.141412e+00,5.413914e-02,1,10000000
3.140991e+00,2.676201e-02,2,10000000
3.139909e+00,1.339293e-02,4,10000000
3.140701e+00,1.107502e-02,8,10000000
3.139808e+00,9.088993e-03,16,10000000
3.138266e+00,8.529902e-03,32,10000000
3.141146e+00,8.609056e-03,64,10000000
3.138150e+00,1.012492e-02,128,10000000
3.136205e+00,1.709485e-02,256,10000000
3.141412e+00,5.372310e-02,1,10000000
3.140991e+00,2.670813e-02,2,10000000
3.139909e+00,1.330709e-02,4,10000000
3.140701e+00,1.109195e-02,8,10000000
3.139808e+00,1.113987e-02,16,10000000
3.138266e+00,8.505106e-03,32,10000000
3.141146e+00,8.119106e-03,64,10000000
3.138150e+00,9.370089e-03,128,10000000
3.136205e+00,1.416016e-02,256,10000000
3.141412e+00,5.669308e-02,1,10000000
3.140991e+00,2.625608e-02,2,10000000
3.139909e+00,1.350808e-02,4,10000000
3.140701e+00,1.114917e-02,8,10000000
3.139808e+00,1.113605e-02,16,10000000
3.138266e+00,8.553982e-03,32,10000000
3.141146e+00,8.215904e-03,64,10000000
3.138150e+00,1.207399e-02,128,10000000
3.136205e+00,1.616311e-02,256,10000000
